canonical_form_id,court_type,form_number,current_title,current_stage,official_identity_status,official_form_url,official_title,revision_or_effective_at,official_rule_url,rule_pinpoint,required_future_posture_fact,blocker_reason,checked_at
"1fea3b12-f2ba-4e6f-9a39-d4fd428ce105","civil","Form 2","2B Notice of Application for Vexatious Litigant Order","starting-case","official-page-unavailable","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/2b/","","","https://www.ontario.ca/laws","","","Official page/identity not confirmed; no routing inference.",""
"7e43e311-b120-4803-acf0-4d19cfc75b64","civil","Form 2","1B Notice That Proceeding (or Motion)","motion","official-page-unavailable","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/21b/","","","https://www.ontario.ca/laws/regulation/900194","","","Official page/identity not confirmed; no routing inference.",""
"113cb89d-3d82-4e39-bbbe-7932c0eea140","civil","Form 2","2A Notice of Motion for Vexatious Litigant Order","motion","official-page-unavailable","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/22a/","","","https://www.ontario.ca/laws","","","Official page/identity not confirmed; no routing inference.",""
"b0c7dac1-a753-44ca-a7a0-d0eaf0dd616f","civil","Form 14E","1 Notice of Application under Subsection 140(3) of the Courts of Justice Act","starting-case","official-page-unavailable","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/14e/","","","https://www.ontario.ca/laws","","","Official page/identity not confirmed; no routing inference.",""
"fa7b803d-d4a4-4503-bc1e-6593cafe28dd","civil","Form 14E","Notice of Application","starting-case","official-identity-ambiguous","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/14e/","","","https://www.ontario.ca/laws","","","Duplicate stored Form 14E identity requires official-page-to-canonical reconciliation.",""
"14027a79-2f28-4df2-9627-6bb31cdce897","civil","Form 16B","1 Lawyer's Certificate of Service","already-started","court-only-not-user-facing","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/16b-1/","Lawyer's Certificate of Service","","https://www.ontario.ca/laws/regulation/900194","rr. 16-17","","Lawyer certificate is excluded from user-facing routing.",""
"7988836d-cec8-4a2e-9352-5cbd4b8dc79a","civil","Form 17A","Request for Service Abroad of Judicial or Extrajudicial Documents","already-started","official-identity-ambiguous","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/17a/","","Nov. 1, 2005","https://www.ontario.ca/laws/regulation/900194","","","Official page title did not reconcile with the stored title; service-abroad boundary is not routable.",""
"a4c3343d-1ed5-4da3-b247-8460b5d27b3c","civil","Form 27B","Counterclaim (Against Plaintiff and Person not Already Party to Main Action)","starting-case","official-identity-verified-needs-posture","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/27b/","Counterclaim (Against Plaintiff and Person not Already Party to Main Action)","Version: July 1, 2007; effective: July 1, 2008","https://www.ontario.ca/laws/regulation/900194","rr. 27.02-27.03","formApplicability.civil.pleadingPosture=counterclaim-new-party","Needs a verified catalogue-stage repair and the exact new-party counterclaim posture; no recommendation is certified.","2026-08-12"
"8227350b-fc15-4d4c-937e-08acee4aae7d","civil","Form 35B","Answers on Written Examination for Discovery","responding","rule-support-insufficient","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/35b/","","","https://www.ontario.ca/laws/regulation/900194","","","Discovery scope, examination status, and procedural prerequisites are not safely expressed by current facts.",""
"b07feae4-9364-4983-a4a2-8d7230714e03","civil","Form 38B","Confirmation of Application","starting-case","court-only-not-user-facing","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/38b/","","","https://www.ontario.ca/laws/regulation/900194","","","Confirmation is court-process/local-practice dependent and is not a user-facing routing target.",""
"c82597ea-9d36-467c-8cc6-c79bc51f8573","civil","Form 55D","Notice of Contested Claim","starting-case","official-page-unavailable","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/55d/","","","https://www.ontario.ca/laws/regulation/900194","","","Official page/identity not confirmed; no routing inference.",""
"2b66a032-d2df-481f-a72d-debd2fc6c42c","civil","Form 60A","Writ of Seizure and Sale","enforcement","rule-support-insufficient","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/60a/","","","https://www.ontario.ca/laws/regulation/900194","r. 60.07(1)","","Enforcement entitlement, order status, payments, and evidence are outside safe routing facts.","2026-08-12"
"f02b0115-ab96-47df-bfde-6534e8566ab3","civil","Form 61J","1 Order Dismissing Motion for Delay","motion","court-only-not-user-facing","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/61j/","","July 30, 2009","https://www.ontario.ca/laws/regulation/900194","","","Order form is court-issued; no user-facing recommendation.",""
"738a5e9a-90e0-440f-a181-141767765e3b","civil","Form 68A","Notice of Application to Divisional Court for Judicial Review","starting-case","rule-support-insufficient","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/68a/","","","https://www.ontario.ca/laws","","","Judicial-review jurisdiction and remedy are issue-specific and excluded.",""
"f372c898-ec39-45d7-9264-3b4c40b7bdf2","civil","Form 72B","Affidavit (Motion for Payment Out of Court)","motion","rule-support-insufficient","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/72b/","","","https://www.ontario.ca/laws/regulation/900194","","","Payment-out eligibility and motion evidence are issue-specific and excluded.",""
"63ddfe10-8596-4744-96a8-dca200303f44","civil","Form 76C","Notice of Readiness for Pre-Trial Conference","conference","rule-support-insufficient","https://ontariocourtforms.on.ca/en/rules-of-civil-procedure-forms/76c/","","","https://www.ontario.ca/laws/regulation/900194","","","Readiness is deadline and filing-readiness dependent and excluded.",""
